alumno,espanol,matematicas
51,ESCRIBE SU NOMBRE DE MANERA CONVENCIONAL Y CON DIFERENTES PROPÛSITOS. COMUNICA SUS IDEAS TENIENDO UN LENGUAJE CLARO Y COHERENTE.,"DICE LOS N˙MEROS DEL 1 AL 20, TENIENDO ORDEN ESTABLE. RESUELVE PROBLEMAS MATEM·TICOS AGREGANDO, QUITANDO E IGUALANDO OBJETOS.  RECONOCE FIGURAS GEOMÈTRICAS."
52,LOGRA PARTICIPAR DE FORMA SIMPLE DENTRO DE CONVERSACIONES PERO AUN LE FALTA ADQUIRIR UN POCO MAS DE CONFIANZA PARA EXPRESAR SUS IDEAS DE FORMA TOTAL ,CON UN POCO DE AYUDA EL ALUMNO LOGRA RESOLVER PROBLEMAS DE CONTEO USANDO LOS NUMEROS QUE CONOCE 
53," RECONOCE LA INTENCIÛN  DE LA ESCRITURA,  IDENTIFICA Y ESCRIBE SU NOMBRE CON DIFERENTES PROPÛSITOS, LO UBICA  EN DIVERSAS SITUACIONES E IDENTIFICA EL SONIDO DE LA LETRA INICIAL EN  PORTADORES DE TEXTO. ","CUENTA  Y RECONOCE LOS N˙MEROS DEL 1 AL 20 DE MANERA SECUENCIADA Y LOS IDENTIFICA SIN IMPORTAR EL ORDEN. ESTIMA RESULTADOS DE PROBLEMAS NUMÈRICOS QUE SE LE HAN PLANTEADO A TRAVÈS DE DIBUJOS, N˙MEROS O SÌMBOLOS, EXPLICA COMO LOGRO EL RESULTADO"
54,DICE EL ORDEN CORRECTO DE LO QUE REALIZ” DURANTE SU DÕA. CUENTA HISTORIAS DE INVENCI”N PROPIA CON FLUIDEZ. ,"COMPARA COLECCIONESY DICE D”NDE HAY M¡S Y D”NDE HAY MENOS E IGUALA LAS COLECCIONES. UBICA OBJETOS QUE TIENE EN CASA, A PARTIR DE REFERENCIAS ESPACIALES. RELACIONA LA CANTIDAD EN UNA COLECCI”N CON EL N⁄MERO QUE LE CORRESPONDE. "
55,"SU LENGUAJE ORAL Y ESCRITO SE PONEN DE MANIFIESTO CUANDO RECONOCE LA ESCRITURA DE SU NOMBRE Y LO COMPARA CON NOMBRES DE OTROS COMPAÒEROS, SEÒALANDO LA LETRA INICIAL. ","EN CUANTO AL ASPECTO DE N˙MERO, COMIENZA A REALIZAR CORRESPONDENCIA UNO A UNO, Y RECONOCE ALGUNOS N˙MEROS ESCRITOS EN OBJETOS DE SU ENTORNO. "
56,ACCEDE A PARTICIPAR ORALMENTE  CON MAYOR AGRADO  VERBALIZANDO IDEAS PRINCIPALMENTE BASADAS EN SUS EXPERIENCIAS PREVIAS. ,"MUESTRA UN ORDEN ESTABLE EN CONTEO ORAL Y ASCENDENTE HASTA EL N˙MERO 10, AVANZO EN RELACIÛN A LA CORRESPONDENCIA UNO A UNO  REQUIERE APOYO EN CUANTO A LA CARDINALIDAD Y ABSTRACCIÛN. "
57,CHANTAL MEJORO SU CAPACIDAD DE RETENCIÛN DE LA INFORMACIÛN QUE ESCUCHA PARA REALIZAR COMENTARIOS Y EXPRESAR IDEAS PROPIAS.  ESCRIBE CORRECTAMENTE SU NOMBRE Y ES CAPAZ DE IDENTIFICAR ALGUNAS LETRAS.,"UTILIZA EL RAZONAMIENTO MATEM·TICO EN SITUACIONES COTIDIANAS QUE IMPLICAN UN RETO, EXPLICA COMO HIZO PARA RESOLVER UN PROBLEMA, UTILIZA ESTRATEGIAS DE CONTEO Y SE INICIA CON LA ABSTRACCIÛN NUMÈRICA."
58,"RECONOCE LAS SÕLABAS CON S, T, L LOGRA COPIAR PALABRAS CORTAS Y LA FECHA, SE INTERESA POR LA LECTURA DE PALABRAS CORTAS .","REALIZA CONTEO UNO A UNO, REGISTRA INFORMACI”N Y GR¡FICA , DATOS DE RESOLUCI”N A SUMAS CONTANDO OBJETOS. "
59,COMUNICA IDEAS SOBRE UN TEMA EN PARTICULAR Y SE APOYA DE MATERIAL GR·FICO,COMUNICA DE MANERA ORAL Y ESCRITA LOS N˙MEROS BAS·NDOSE EN PROBLEMAS MATEM·TICOS. 
60,"ESCRIBE SU NOMBRE Y LO ARMA LETRA POR LETRA, IDENTIFICA SU INICIAL. 
ESCRIBE LAS VOCALES Y LAS IDENTIFICA EN UN TEXTO, REALIZA LECTURA DE IM¡GENES Y CONTESTA PREGUNTAS DE UN CUENTO QUE ESCUCHA O DE ALG⁄N RELATO. SU LENGUAJE ES FLUIDO Y AMPLIO
","RECONOCE LOS N⁄MEROS DEL 1 AL 30, IDENTIFICA Y FORMA LA SERIE NUM…RICA DEL 1 AL 10, ESCRIBE LOS N⁄MEROS DEL 1 AL 10, DA CORRESPONDENCIA UNO A UNO, IDENTIFICA N⁄MEROS FALTANTES EN UNA SERIE NUM…RICA DEL 1 AL 10, REPRODUCE PATRONES"
61,"LEE TEXTOS CORTOS, LOS COMPRENDE Y EXPLICA A QUIEN LO ESCUCHA, EMITE OPINIONES SOBRE LOS DIFERENTES TEMAS QUE SE LE PRESENTAN, TOMA DIVTADO, SABE CUALES SON PALABRAS CORTAS Y CUALES SON LARGAS, INVENTA HISTORIAS DE FANTACIA Y SABE DISTINGUIR DE LA RE","RESUELVE ÈL SOLO PROBLEMAS DE RAZONAMIENTO LLEGANDO A LA CONCLUSIÛN CORRECTA PERO NO LOGRA EXPLICAR COMO LLEGO A SU RESULTADO, CONOCE, NOMBRA Y ESCRIBE LOS NUMEROS DEL 1 AL 30, CONOCE DÌAS DE LA SEMANA AUN CONFUNDE UN POCO EL IZQUIERDA DERECHA."
62,"CUENTA RELATOS LITERARIOS DE LA TRADICIÛN ORAL QUE LE SON FAMILIARES (EL GATO CON BOTAS, BLANCA NIEVES Y CAPERUCITA ROJA), MENCIONA CARACTERÌSTICAS DE OBJETOS Y PERSONAS, EXPRESA PREFERENCIAS POR JUEGOS, JUGUETES Y ACTIVIDADES QUE REALIZA.","DETERMINA LA CANTIDAD DE ELEMENTOS DE DIFERENTES COLECCIONES AL PARTICIPAR EN JUEGOS. SIGUE INDICACIONES PARA LOCALIZAR OBJETOS CUYA UBICACIÛN DESCONOCE, CONOCE ALGUNOS USOS DE LOS N˙MEROS Y LOS UTILIZA EN DIVERSAS SITUACIONES."
63,PARTICIPA EN LA CONSTRUCCIÛN DE NARRACIONES COLECTIVAS EXPRESANDO LAS IDEAS QUE QUIERE COMUNICAR POR ESCRITO. ,"LOGRA  IDENTIFICAR A TRAVÈS  DEL CONTEO  LA CANTIDAD DE ELEMENTOS EN COLECCIONES, RECONOCE LA SUCESIÛN NUMÈRICADE MANERA ORAL Y ESCRITA  LO QUE LE PERMITE IR MENCIONANDO EL NOMBRE DE CADA N˙MERO."
64,"ESCRIBE SU NOMBRE Y COPIA SUS APELLIDOS ,IDENTIFICA LOS TEMAS DE SU INTERÈS ,NARRA SITUACIONES O ANÈCDOTAS Q HA VIVIDO, LE GUSTA QUE LE LEAN CUENTOS ,CONOCE DIVERSAS LETRAS TRATA DE UNIR LAS SILABAS

","CUENTA COLECCIONES E IDENTIFICA LA CANTIDAD ,CUENTA DEL 1 AL 15 ,LOGRA MEDIR OBJETOS  Y DISTANCIAS CON ALGUNAS UNIDADES  NO CONVENCIONALES IDENTIFICA ALGUNAS FIGURAS GEOMÈTRICAS ,IDENTIFICA LA CANTIDAD DE OBJETOS DE COLECCIONES"
65,MANEJA UN VOCABULARIO BUENO DE ACUERDO A SU EDAD. LE GUSTA TRABAJAR CON MATERIALES Y PROCURA LLEGAR AL OBJETIVO DE CADA UNO. SU AVANCE ACADÈMICO ES BUENO. IDENTIFICA Y TRAZA CON MAS FACILIDAD LAS VOCALES. RELACIONA LAS LETRAS CON LAS IM·GENES .,"TIENE INTERÈS POR CONOCER MAS N˙MEROS, SU TRAZO VA MEJORANDO DEBIDO A LA PRACTICA QUE REALIZA DIARIAMENTE, EMPIEZA A RELACIONAR EL SÌMBOLO CON LA CANTIDAD DE LOS N˙MEROS QUE CONOCE. RECONOCE FIGURAS GEOMÈTRICAS Y COLORES DENTRO Y FUERA DEL AMBIENTE.
"
66,"RESPONDE A POR QUE O COMO SUCEDIO ALGO EN RELACION A UN SUCESO QUE COMENTA.
CONOCE PALABRAS Y EXPRESIONES QUE SE UTILIZAN EN SU MEDIO AMBIENTE.
EXPLICA LAS RAZONES POR LAS QUE ELOGE UN MATERIAL DE SU INTERES, CUANDO EXPLORA Y MANIPULA LOS ACERVOS.
","CONSTRUYE CONFIGURACIONES CON FORMAS , FIGURAS, Y CUERPOS GEOMETRICOS.
COMPARA DISTANCIAS MEDIANTE EL USO DE UN INTERMEDIO.
CUENTA COLECCIONES NO MAYORES A 20 ELEMENTOS
"
67,"CUENTA HISTORIAS QUE HA ESCUCHADO EN SU FAMILIA, MENCIONA CARACTERÌSTICAS DE LOS PERSONAJES (EMOCIONES, FÌSICAS) DE LO QUE HACEN, Y MENCIONA COMO ES EL LUGAR DONDE SE DESARROLLA LA HISTORIA. 
 ",CONOCE LOS N˙MEROS HASTA  Y RESUELVE PROBLEMAS A TRAVÈS DEL CONTEO Y SOBRE CONTEO  EXPRESA Y REGISTRA LOS N˙MEROS QUE CONOCE EN JUEGOS Y ACTIVIDADES DIVERSAS. LOGRA IDENTIFICAR POR PERCEPCIÛN LA CANTIDAD DE OBJETOS QUE HAY. IDENTIFICAN 
68,"MEDIANTE CUESTIONAMIENTOS LOGRA EXPRESAR SUS IDEAS ACERCA DE TEMAS DE SU INTERES, EN OCASIONES MUESTRA ATENCION DISPERSA SOBRE LO QUE SE DICE EN INTERACCIONES CON OTRAS PERSONAS.","CUENTA COLECCIONES DE 10 ELEMENTOS, AL REALIZAR EL CONTEO DE LOS OBJETOS QUE CONFORMAN LAS COLECCIONES EN OCASIONES REQUIERE DE CONTAR MAS DE UNA VEZ PARA DETERMINAR CUANTOS OBJETOS HAY EN LA COLECCI”N."
69,PRESENTA AVANCE PARA COMUNICARSE Y PARTICIPAR CON EL RESTO DE SUS COMPAÒEROS  ,"LOGRA TRAZAR Y RECONOCER LOS N˙MEROS DEL 1 AL 19 
REALIZA SUMAS Y RESTAS A TRAVÈS DEL CONTEO 
"
70,"LOGRA COMUNICAR IDEAS Y EXPRESAR PUNTOS DE VISTA. EN CUANTO AL LENGUAJE ESCRITO, RECONOCE LAS VOCALES Y LAS CONSONANTES M,S,L Y P. ","IDENTIFICA  LOS N˙MEROS DEL 1 AL 20, EN EL MATERIAL A LLEGADO A TRABAJAR CON LA NUMERACIÛN HASTA EL NUMERO 30. LOGRA CONTAR OBJETOS Y ESCRIBIR O RECONOCER EL N˙MERO QUE ES. COMPLETA SECUENCIAS NUMERICAS DEL 1 AL 20. "
71,"SE LE DIFICULTA EXPRESARSE DE FORMA G¡FICA, DEBIDO A QUE A⁄N LE CUESTA TRABAJO TENER CONTROL MOTRIZ FINO AL TOMAR EL L¡PIZ. CONTIN⁄A EN PROCESO DE EXPRESARSE A TRAV…S DEL LENGUAJE ORAL.",CONTIN⁄A EN PROCESO DE RECONOCER LOS N⁄MEROS Y NOMBRARLOS. 
72,"REALIZA ENTREVISTAS PARA CONOCER TEMAS DE SU INTERÈS Y DE INTERÈS SOCIAL, ESCRIBE SUS DOS PRIMEROS NOMBRES SIN AYUDA ","REALIZA CONTEO DEL 1 AL 20, RECONOCE LOS N˙MEROS Y LOS ORDENA DE MENOR A MAYOR, GRAFICA Y REALIZA SUMAS DE ACUERDO A SU EDAD "
73,LOGRA IDENTIFICAR LOS PERSONAJES Y LOS LUGARES QUE CARACTERIZAN A LOS CUENTOS QUE SE LES LEEN.,: LOGRA REALIZAR EL CONTEO EN UN RANGO DEL 1 AL 10 A TRAVÈS DE LA CORRESPONDENCIA UNO A UNO.
74,"UTILIZA CON ÈXITO, ONOMATOPEYAS CON SONIDOS DE ANIMALES, PARA ESTIMULAR SU LENGUAJE",DICE LOS N˙MEROS QUE SABE EN ORDEN ASCENDENTE Y REGISTRA SUS CANTIDADES DEL 1 AL 5
75,"NARRA ANÈCDOTAS, SIGUIENDO LA SECUENCIA Y EL ORDEN DE LAS IDEAS, CON ENTONACIÛN Y VOLUMEN APROPIADO PARA HACERSE ESCUCHAR Y ENTENDER.","UBICA OBJETOS Y LUGARES CUYA UBICACIÛN DESCONOCE, A TRAVÈS DE LA INTERPRETACIÛN DE RELACIONES ESPACIALES Y PUNTOS DE REFERENCIA."
76,INVENTA HISTORIAS A PARTIR DE IM·GENES QUE SE LE MUESTRAN EXPRESA IDEAS CLARAS Y COHERENTES SEG˙N LO QUE IMAGINA. NARRA Y COMPARTE LO QUE CONTINUA DESPUÈS EN UNA HISTORIA A PARTIR DE UN PUNTO DADO. USA SU IMAGINACIÛN,CONOCE CARACTERÌSTICAS DE LAS FIGURAS GEOMÈTRICAS Y LAS IDENTIFICA POR MEDIO DE ELLAS. COMPARA OBJETOS CON FIGURAS GEOMÈTRICAS.   PUEDE SEGUIR UN CROQUIS POR SÌ MISMO DE MANERA CORRECTA HASTA LLEGAR AL PUNTO DETERMINADO.                            
77,"DE ACUERDO A LO OBSERVADO EN LAS VIDEOLLAMADAS O EN LAS EVIDENCIAS QUE MANDO EL ALUMNO LOGRA INFORMAR A SUS FAMILIARES TEMAS QUE LE SON DE INTERÈS. DA INSTRUCCIONES PARA ORGANIZAR, REALIZAR DIVERSAS ACTIVIDADES EN JUEGOS .","ES CAPAZ DE REPRODUCIR MODELOS CON FORMAS, FIGURAS Y CUERPOS GEOMÈTRICOS, UTILIZANDO RECURSOS PROPIOS, E IDENTIFICA EL NOMBRE DE LAS FIGURAS: CUADRADO, CIRCULO, RECT·NGULO "
78,"TRAZA SU NOMBRE,CONOCE EL ABECEDARIO Y VOCALES,ESCUCHA Y ENTIENDE LA LECTURA","CONOCE LA NUMERACI”N DEL 1 AL 20,REALIZA SUMAS CON OBJETOS,ASIMILO FORMAS Y CONCEPTOS "
79,"DESCRIBE DE MANERA CLARA LAS PERSONAS, PERSONAJES, OBJETOS, LUGARES Y FENOMENOS QUE SE LE PRESENTAN. ","CUENTA DEL 1 AL 20 DE MANERA ASCENDENTE RESPETANDO EL ORDEN ESTABLE , ESCRIBE EL NUMERAL Y LO RELACIONA CON LA CANTIDAD QUE REPRESENTA. "
80,"MUESTRA DIFICULTAD PARA ESCRIBIR TODO SU NOMBRE COMPLETO. REQUIERE DE MOTIVACIÛN Y EN OCASIONES APOYO PARA ESCRIBIRLO COMPLETO.OCASIONALMENTE MENCIONA COSAS QUE LE GUSTAN O DISGUSTAN, CON CUESTIONAMIENTOS DESCRIBE PERSONAJES, LUGARES  MUY BREVE.","CONTIN˙A EN PROCESO DE CONTEO ORAL Y ESCRITURA DE N˙MEROS. DE RESOLVER PROBLEMAS QUE IMPLICAN AGREGAR, QUITAR, IGUALAR O CONTAR. IDENTIFICA EL VALOR DE ALGUNAS MONEDAS. SE ENCUENTRA EN PROCESO DE UBICACIÛN ESPACIAL,LATERALIDAD Y PUNTOS DE REFERENCIA."
81,DESCRIBE RASGOS FÌSICOS Y EMOCIONALES DE LOS PERSONAJES DE LAS LEYENDAS. POSEE POTENCIAL PARA CREAR CUENTOS. SE APRENDE LOS VERSOS DE LOS POEMAS. LOGRA RECONOCER LA INICIAL DE SU NOMBRE EN OTRAS PALABRAS. ,PUEDE CONTAR EN ORDEN ASCENDENTE HASTA EL 20.  ES CAPAZ DE REPRODUCIR MODELOS DE FIGURAS. CON FACILIDAD MIDE OBJETOS CON UNIDADES NO CONVENCIONALES. 
82,APRENDE POEMAS Y LOS DICE FRENTE A OTRAS PERSONAS CON APOYO ,"REPRODUCE MODELOS CON FORMAS, FIGURASY  CUERPOS GEOMÈTRICOS.  "
83,"EXPLICA AL GRUPO IDEAS PROPIAS SOBRE ALG˙N TEMA O SUCESO, CON AYUDA DE MATERIALES CONSULTADOS.
ESCRIBE CON SUS COMPAÒEROS DE GRUPO NARRACIONES QUE DICTA A LA EDUCADORA.
","REQUIERE APOYO PARA CONTESTAR PREGUNTAS EN LAS QUE NECESITE RECABAR DATOS; LOS ORGANIZA A TRAVÈS DE TABLAS
Y PICTOGRAMAS QUE INTERPRETA PARA CONTESTAR LAS PREGUNTAS PLANTEADAS.
"
84,"MENCIONA E IDENTIFICA SU NOMBRE Y CADA UNA DE LAS LETRAS QUE LO FORMAN E INICIA EN LA ESCRITURA DE EL. 
","CUENTA COLECCIONES NO MAYORES A 20 ELEMENTOS. IDENTIFICA MONEDAS DE $1, $2, $5 Y $10 EN SITUACIONES FICTICIAS DE COMPRA Y VENTA."
85,"REALIZA DESCRIPCIONES DE PERSONAJES Y LUGARES QUE IMAGINA AL ESCUCHAR LA NARRACIÛN DE UN CUENTO LLEVANDO UNA SECUENCIA LÛGICA. COMPARTE CHISTES, ADIVINANZAS Y TRABALENGUAS. 
","IDENTIFICA USOS DE LAS MONEDAS EN LA VIDA COTIDIANA IDENTIFICANDO EL VALOR DE LAS MONEDAS DE $1, $2, $5 Y $10 EN SITUACIONES REALES O FICTICIAS DE COMPRA Y VENTA. 
"
86,"LOGRA COMUNICARSE DE FORMA ORAL, PARTICIPA CON ENTUSIASMO EN LAS SESIONES POR ZOOM, COMPRENDE LA IMPORTANCIA DE ESCUCHAR, LOGRA DESCRIBIR, LUGARES, SITUACIONES Y DIVERSAS IDEAS, PUEDE ESCRIBIR SU NOMBRE, IDENTIFICA ALGUNAS LETRAS.","LOGRA VERBALIZAR EXPRESIONES PARA EXPLICAR SECUENCIAS RELACIONADAS CON EL TIEMPO EN SITUACIONES COTIDIANAS, COMPARA, IGUALA Y CLASIFICA SERIES CON BASE EN LA CANTIDAD DE ELEMENTOS. PUEDE IDENTIFICAR EL VALOR DE LAS MONEDAS."
87,"SE EXPRESA POR MEDIO DEL DIBUJO,ESCRIBE SUS DOS NOMBRE,RESPETA TURNOS,ES SEGURA DE SI MISMA,Y ES PARTICIPATIVA,MUESTRA INTERES POR LOS CUENTOS,Y LOS DESCRIBE,NARRA ANECDOTAS,ESCUCHA A SUS COMPAÒEROS,EXPLICA EL PORQUE ELIGE UN MATERIA.","RESUELVE PROBLEMAS ATRAVES DEL CONTEO, IDENTIFICA  LOS NUMEROS DEL 1 AL 10, ORAL Y ESCRITO,RECONOCE FIGURAS GEOMETRICAS POR  FORMA ,TAMAÒO,RECONOCE DONDE HAY MAS Y DONDE HAY MENOS,COMPARA DISTANCIAS,IDENTIFICA COLECCIONES,IDENTIFICA COLORES BASICOS,"
88,RECONOCE LO QUE ES UN INSTRUCTIVO Y PONE EN PR·CTICA EL USO DE UNO PARA ELABORAR ALGUNAS RECETAS SIGUIENDO LAS INDICACIONES CON AYUDA O SIN ELLA. ESCRIBE CON SUS PROPIOS RECURSOS CARTAS Y RECADOS CON LA INTENCIÛN DE COMUNICAR ALGO,"UTILIZA LAS DIFERENTES FIGURAS GEOMÈTRICAS PARA REPRODUCIR FORMAS GEOMÈTRICAS DE MANERA LIBRE O SIGUIENDO ALGUNOS MODELOS. LOGRA UTILIZAR LAS REFERENCIAS ARRIBA, ABAJO, IZQUIERDA Y DERECHA EN ALGUNAS DIN·MICAS PARA UBICAR LUGARES Y OBJETOS."
89,"DESCRIBE OBJETOS, PERSONAS Y LUGARES NOMBRANDO UN N˙MERO CONSIDERABLE DE CARACTERÌSTICAS.","HACE USO CORRECTO DE LOS TÈFORMA FIGURAS A PARTIR DE UN MODELO QUE SE LE DA, GIRANDO LAS PIEZAS HASTA ENCONTRARA LA POSICIÛN ADECUADA.  RMINOS DE TEMPORALIDAD AYER, HOY Y MAÒANA PARA EXPRESAR ACCIONES QUE HA REALIZADO. "
90,"ESCRIBE SU NOMBRE CON DIVERSOS PROPOSITOS, HABLA ACERCA DE LOS PERSONAJES, LUGARES DONDE SE DESARROLLA UNA HISTORIA, ARGUMENTA PORQUE ESTA DEACUERDO O EN DESACUERDO SOBRE ALGUN TEMA, DRAMATIZA ESTADOS DE ANIMOS","CONOCE E IDENTIFICA ALGUNOS USOS DE LOS NUMEROS EN LA VIDA COTIDIANA, RECONOCE ALGUNAS FIGURAS GEOMETRICAS EN OBJETOS DE SU ENTORNO, USA MONEDAS DE $1 Y $2 EN SITUACIONES FICTICIAS DE COMPRA Y VENTA, UTILIZA REFERENCIAS PERSONALES PARA UBICAR UN OBJE"
91,"LEE DE FORMA MAS FLUIDA Y CLARA, LOGRA HACER COMENTRIOS AL RESPECTO Y RESPONDER PREGUTAS ADECUADAMENTE SOBRE EL TEMA, TOMA DICTADO Y ESCRTUCTURA ORACIONES BASANDOSE EN UN OBJETO DETERMINAO, REQUIERE APOYO EN LA REALIZACION DE TRAZOS.","RESULVE SITUACIONES DE CONTEO DE FORMA MENTAL Y ESCRITA, RECONOCE ALGUNOS INSTRUMENTOS DE MEDICION, LAS PRINCIPALES MONEDAS Y EL USO USO DEL RELOJ, RECONOCE COMO APLICAR ESTOS CONOCIMIENTOS EN LA VIDA COTIDIANA "
92," INTERPRETA CUENTOS,  LOGRA UNA LECTURA CLARA Y FLUIDA, PRODUCE TEXTOS MEDIANTE EL DICTADO, SUS TRAZOS SON  PRECISOS Y CON EXCELENTE UBICACIÛN, NARRA IDEAS O ANÈCDOTAS SIGUIENDO UNA SECUENCIA Y ORDEN CON ENTONACIÛN Y VOLUMEN.","ORGANIZA Y COMPARA COLECCIONES DE HASTA 20 ELEMENTOS,  JUNTA O SEPARA 7 O M·S FIGURAS GEOMÈTRICAS PARA ELABORAR OTRAS FORMAS,  COMPLETAR SERIES NUMÈRICAS DEL 1 AL 100,  IDENTIFICA CUENTA Y TRAZA CORRECTAMENTE LOS N˙MEROS HASTA EL 100."
93,"HA LOGRADO NARRAR O CONTAR ALG˙N SUCESO DE SU VIDA PERSONAL DE FORMA M·S COHERENTE Y TENIENDO UN VOCABULARIO M·S AMPLIO, ASÌ COMO EL SOSTENER UNA CONVERSACIÛN M·S AMPLIA CON SUS COMPAÒEROS Y ADULTOS.","LOGRA IDENTIFICAR EL LUGAR QUE OCUPA UN OBJETO EN UNA SERIE ORDENADA, UTILIZA MARCAS GR·FICAS Y YA N˙MEROS CONVENCIONALES PARA EXPRESAR UNA CANTIDAD"
94,EXPLICA CÛMO FUNCIONA ALGO ORDENANDO SUS IDEAS PARA QUE QUIEN LO ACOMPAÒA ENTIENDA LO QUE TRATA DE DAR A ENTENDER. SU VOCABULARIO A MEJORADO TANTO EN CLARIDAD COMO EXTENSION. YA RECONOCE SU NOMBRE Y EMPIEZA A ESCRIBIRLO APOYANDOSE DE UN VISUAL ,"USA Y NOMBRA LOS N˙MEROS QUE CONOCE EN SU ENTORNO, DE ACUERDO A LOS OBJETOS QUE TIENE CERCANOS DURANTE LAS ACTIVIDADES SE MUESTRA DISPUESTO A EXPRESAR VERBALMENTE SU OPINION CON RESPECTO A LA FUNCION DEL MISMO. CUENTA Y RECONOCE LOS N˘M. DEL 1 AL 15"
95,"ESCRIBE SU NOMBRE EN JUEGOS QUE SE HACEN EN CLASE EN LÌNEA Y RECONOCE LOS DE ALGUNOS MIEMBROS DE SU FAMILIA.
PRACTICA Y CREA ALGUNOS JUEGOS ORALES COMO TRABALENGUAS SENCILLOS.","COMUNICA DE MANERA ESCRITA LOS N˙MEROS QUE
CONOCE Y CUENTA EN UN RANGO QUE VA ENTRE EL 15 Y 20.
IDENTIFICA EL VALOR DE LAS MONEDAS DE $1 Y $2 AL JUGAR AL SUPERMERCADO O LA TIENDITA ENTRE OTROS JUEGOS DE COMPRA- VENTA."
96,"EXPRESA CON EFICACIA SUS IDEAS ACERCA DE DIVERSOS TEMAS. EXPRESA ORALMENTE CARACTERISTICAS DE OBJETOSY PERSONAS QUE CONOCE Y OBSERVA. CUENTA HISTORIAS DE INVENCION PROPIA. DICE RIMAS, POEMAS, ADIVINANZAS SENCILLOS QUE APRENDE CON APOYO DE SUS PADRES ","CUENTA COLECCIONES NO MAYORES A 20 ELEMENTOS. IDENTIFICA EVENTOS DE SU VIDA COTIDIANA Y EL ORDEN EN QUE OCURREN. COMPARA, IGUALA Y CLASIFICA COLECCIONES CON BASE EN LA CANTIDAD DE ELEMENTOS. IDENTIFICA EL USO DE LAS MONEDAS EN LA VIDA COTIDIANA. "
97,"MUESTRA LENGUAJE ORAL FLUIDO, SE HA AMPLIADO SU VOCABULARIO, PUEDE EXPRESAR SENTIMIENTOS, VIVENCIAS, ESTADOS DE ·NIMO, PREFERENCIAS POR JUEGOS, LE GUSTA ESCUCHAR LECTURAS DE CUENTOS Y MANTIENE LA ATENCIÛN EN CONVERSACIONES LARGAS. ESCRIBE SU NOMBRE.","CONOCE LOS N˙MEROS DEL 1 AL 30 Y LOS IDENTIFICA DE FORMA ESCRITA, RESUELVE PROBLEMAS CON COLECCIONES. LOGRA IDENTIFICAR POR PERCEPCIÛN LA CANTIDAD DE OBJETOS QUE HAY."
98,"PARTICIPA CONSTANTEMENTE, EXPRESANDO EFICAZMENTE SUS IDEAS, OPINIONES Y CONOCIMIENTOS EN DIVERSOS TEMAS Y DA SEGUIMIENTO A LOS COMENTARIOS DE LA CLASE VISTA.
EN OCASIONES  ARGUMENTA EL POR QUÈ ESTA EN ACUERDO O DESACUERDO CON ALG˙NA IDEA","CONOCE QUE LAS MEDIDAS CONVENCIONALES SE MIDEN DE DIFERENTES MANERAS, PERO A˙N LE CUESTA TRABAJO DIFERENCIAR ENTRE LONGITUD CAPACIDAD Y PESO. UTILIZA SIN PROBLEMA LAS UNIDADES NO CONVENCIONALES .LOGRA COMPARAR, IGUALAR, CLASIFICAR COLECCIONES 
"
99,"LENGUAJE Y COMUNICACIÛN
CREA HISTORIAS A TRAVÈS DE LA OBSERVACIÛN DE IM·GENES, INTERPRETA INSTRUCTIVOS, MENCIONA CARACTERÌSTICAS DE OBJETOS Y PERSONAS, LOGRA ENTABLAR CONVERSACIONES APORTANDO IDEAS COHERENTES, ESCRIBE SU NOMBRE CONVENCIONALMENTE.","CREA DIFERENTES CONFIGURACIONES GEOMÈTRICAS, LOGRA UBICAR LUGARES UTILIZANDO TÈRMINOS ESPACIALES, UTILIZA Y EXPLICA ESTRATEGIAS DE CONTEO, IDENTIFICA RELACIONES DE EQUIVALENCIA CON MONEDAS, REPRODUCE MODELOS CON FORMAS, FIGURAS Y CUERPOS GEOMÈTRICOS."
100,"EXPLICA LOS PASOS QUE SE DEBEN DE SEGUIR PARA ARMAR ALGO, CREA DE MANERA INDIVIDUAL CUENTOS, RESPONDE CON UN LENGUAJE M·S ESTRUCTURADO A LOS CUESTIONAMIENTOS QUE S ELE HACEN.","ESTABLECE RELACIONES DE UBICACIÛN, AGRUPA OBJETOS SEG˙N SUS ATRIBUTOS Y LOS REGISTRA EN UNA TABLA, REFLEXIONA SOBRE LA SUCESIÛN DE EVENTOS EN SU VIDA COTIDIANA, COMPARA, IGUALA Y CLASIFICA COLECCIONES."
101,"SELECCIONA TEXTOS DE ACUERDO CON SUS PROPIOS INTERESES. INTERPRETA QUE LOS TEXTOS ESCRITOS Y LAS IM·GENES CREAN UN SIGNIFICADO AL CONJUNTARSE. PRODUCE TEXTOS PROPIOS UTILIZANDO EL CONOCIMIENTO QUE TIENE DE SU NOMBRE Y DE PALABRAS CONOCIDAS, EXPLICA L","IDENTIFICA CANTIDADES DE ELEMENTOS AL SEÒALARLOS DURANTE EL CONTEO.
DETERMINA DONDE HAY MAS, MENOS O IGUAL AL COMPARAR  COLECCIONES 
UTILIZA DIVERSAS ESTRATEGIAS DE CONTEO COMO: ORGANIZACIÛN EN FILA, SEÒALAR ELEMENTOS, DESPLAZAR LOS CONTADOS, AÒADIR "
102,"IDENTIFICA SU NOMBRE SIN DIFICULTAD, REALIZA GRAFÕAS PARA REPRESENTARLO.","SE INCREMENTO SU RANGO DE CONTEO, IDENTIFICA DE MANERA GR¡FICA M¡S N⁄MEROS E INTENTA ESCRIBIRLOS."
